flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,flight_date,flight_year,flight_month,flight_day,year_month,problem_category,diverted_airport,diverted_flag,fueldump_flag
UAL1640_20180918,UAL1640,UA1640,a05a25,N12125,B752,KLAX,KDEN,KEWR,KDEN,unclear,diverted,unknown,4bdd9121,smoke_burn_smell_flames,diverted,unknown,2018-09-18,2018,9,18,2018-09,smoke_fire_fumes,KDEN,True,False
UAL102_20180919,UAL102,UA102,a8dd7b,N670UA,B763,KIAH,,EDDM,,,,,,,,,2018-09-19,2018,9,19,2018-09,unspecified,,False,False
WJA175_20180921,WJA175,WS175,807eee,C-GWBT,B737,CYYZ,,CYWG,,,,,,,,,2018-09-21,2018,9,21,2018-09,unspecified,,False,False
SKW4569_20180921,SKW4569,DL4569,ab1d89,N815SK,CRJ9,KBUR,KSLC,KSLC,,,,,,,,,2018-09-21,2018,9,21,2018-09,unspecified,,False,False
RYR57KL_20180922,RYR57KL,FR1119,4cabbd,EI-FRN,B738,EGPH,EGSS,LFMK,EGSS,unclear,diverted,unknown,,,,,2018-09-22,2018,9,22,2018-09,unconfirmed_emergency,EGSS,True,False
GEC8231_20180922,GEC8231,GEC8231,3c706b,D-ALCK,MD11,KLAX,EDDF,EDDF,,unclear,unclear,unknown,4be05f07,fuel_leak,planned,unknown,2018-09-22,2018,9,22,2018-09,fuel_issue,,False,False
DJT100_20180924,DJT100,B0100,39cc06,F-HTAG,B752,LFPO,LFPO,KEWR,LFPO,unclear,return,hold_to_reduce,,,,,2018-09-24,2018,9,24,2018-09,unconfirmed_emergency,LFPO,True,True
EXS612_20180925,EXS612,LS612,4067c4,G-GDFL,B733,LEGE,LFRN,EGNX,LFRN,unclear,diverted,unknown,4be27bd9,medical,diverted,unknown,2018-09-25,2018,9,25,2018-09,medical_emergency,LFRN,True,False
SAS1049_20180928,SAS1049,SK1049,478397,LN-RRP,B736,ESNQ,ESPA,ESSA,ESPA,smoke_burn_smell_flames,unclear,unknown,4be477d0,engine,diverted,unknown,2018-09-28,2018,9,28,2018-09,engine_problem,ESPA,True,False
VLG1524_20180928,VLG1524,VY1524,343046,EC-KLB,A320,LEBL,LFRS,LFRN,LFRS,unclear,diverted,unknown,,,,,2018-09-28,2018,9,28,2018-09,unconfirmed_emergency,LFRS,True,False
RPA5936_20181001,RPA5936,DL5936,a1acdb,N207JQ,E75S,KDTW,KGRR,KGRR,,,,,,,,,2018-10-01,2018,10,1,2018-10,unspecified,,False,False
ACA833_20181002,ACA833,AC833,c051e6,C-GFAJ,A333,EBBR,CYUL,CYUL,,,,,,,,,2018-10-02,2018,10,2,2018-10,unspecified,,False,False
ARG1284_20181002,ARG1284,AR1284,e07191,LV-GFQ,B738,SAEZ,SCEL,SCEL,,,,,,,,,2018-10-02,2018,10,2,2018-10,unspecified,,False,False
ROU1681_20181003,ROU1681,AC1681,c01945,C-FJOU,A321,CYYZ,CYYJ,CYYJ,,,,,,,,,2018-10-03,2018,10,3,2018-10,unspecified,,False,False
QID613_20181003,QID613,,ae0390,63-7999,K35R,,EGUN,,,unclear,unclear,unknown,,,,,2018-10-03,2018,10,3,2018-10,unconfirmed_emergency,,False,False
WJA2_20181004,WJA2,WS2,c06a4a,C-GOGN,B763,EGKK,EGPF,CYYC,EGPF,medical,diverted,unknown,,,,,2018-10-04,2018,10,4,2018-10,medical_emergency,EGPF,True,False
CFG226_20181006,CFG226,DE2226,3c4aa1,D-ABUA,B763,EDDF,EDDF,MDPC,EDDF,unclear,return,unknown,,,,,2018-10-06,2018,10,6,2018-10,unconfirmed_emergency,EDDF,True,False
IBK7MZ_20181006,IBK7MZ,D82671,406f26,G-NRWY,B738,LPFR,LFRS,EGKK,LFRS,unclear,diverted,unknown,,,,,2018-10-06,2018,10,6,2018-10,unconfirmed_emergency,LFRS,True,False
EZY74PB_20181007,EZY74PB,U26939,440080,OE-IVI,A320,EGPH,EGPH,EPKK,EGPH,medical,return,unknown,,,,,2018-10-07,2018,10,7,2018-10,medical_emergency,EGPH,True,False
BRU974_20181008,BRU974,B2974,51008d,EW-437PA,B738,UUBW,,UMMS,,unclear,unclear,unknown,4bec1438,cabin_pressure,planned,unknown,2018-10-08,2018,10,8,2018-10,depressurization_cabin,,False,False
SHT3L_20181009,SHT3L,BA1399,40087a,G-EUPK,A319,EGCC,EGLL,EGLL,,landing_gear,planned,unknown,,,,,2018-10-09,2018,10,9,2018-10,gear_hydraulics,,False,False
RYR22BH_20181009,RYR22BH,FR6606,4cace0,EI-GJT,B738,LPPR,EGPH,EGPH,,unclear,planned,unknown,4cea9f3f,misc,planned,unknown,2018-10-09,2018,10,9,2018-10,unconfirmed_emergency,,False,False
SVA020_20181011,SVA020,SV20,710121,HZ-AK43,B77W,KJFK,LFPG,OEJN,LFPG,unclear,diverted,unknown,,,,,2018-10-11,2018,10,11,2018-10,unconfirmed_emergency,LFPG,True,False
TCX4HR_20181012,TCX4HR,MT1063,4069ea,G-TCDB,A321,LEMH,EGBB,EGGD,EGBB,medical,diverted,unknown,,,,,2018-10-12,2018,10,12,2018-10,medical_emergency,EGBB,True,False
DLH8AH_20181013,DLH8AH,LH2382,3c4dcd,D-ACNM,CRJ9,EDDM,LSGG,LSGG,,smoke_burn_smell_flames,planned,unknown,4beec724,smoke_burn_smell_flames,planned,unknown,2018-10-13,2018,10,13,2018-10,smoke_fire_fumes,,False,False
AVA088_20181013,AVA088,AV88,aabbd0,N791AV,B788,SAEZ,SAEZ,SKBO,SAEZ,technical,return,unknown,4bf02c72,slats,return,fueldump,2018-10-13,2018,10,13,2018-10,technical_systems,SAEZ,True,True
UAL933_20181014,UAL933,UA933,a1d546,N217UA,B772,EDDF,KIAD,KIAD,,,,,,,,,2018-10-14,2018,10,14,2018-10,unspecified,,False,False
WZZ6TM_20181015,WZZ6TM,W61593,471ea5,HA-LPT,A320,EPWA,,LPPT,LKPR,medical,diverted,unknown,,,,,2018-10-15,2018,10,15,2018-10,medical_emergency,LKPR,True,False
AFR17DA_20181017,AFR17DA,AF1605,392af8,F-GKXY,A320,LIRF,LIMC,LFPG,LIMC,technical,diverted,unknown,4bf2321a,fuel_leak,diverted,unknown,2018-10-17,2018,10,17,2018-10,fuel_issue,LIMC,True,False
SKW4539_20181018,SKW4539,DL4539,aa75c6,N773SK,CRJ7,KTUS,,KSLC,,,,,,,,,2018-10-18,2018,10,18,2018-10,unspecified,,False,False
CFG184_20181020,CFG184,DE2184,3c4aaf,D-ABUO,B763,EDDF,EDDF,MUHA,EDDF,medical,diverted,unknown,,,,,2018-10-20,2018,10,20,2018-10,medical_emergency,EDDF,True,False
DAL933_20181020,DAL933,DL933,a48e3a,N393DA,B738,KSLC,,MMUN,,,,,,,,,2018-10-20,2018,10,20,2018-10,unspecified,,False,False
JBU570_20181021,JBU570,B6570,a8222c,N623JB,A320,KFLL,KBOS,KBOS,,,,,,,,,2018-10-21,2018,10,21,2018-10,unspecified,,False,False
EVA011_20181023,EVA011,,8990d7,B-16708,B77W,,,,,,,,,,,,2018-10-23,2018,10,23,2018-10,unspecified,,False,False
FDX621_20181023,FDX621,FX621,a83477,N628FE,MD11,KAUS,,KMEM,,,,,,,,,2018-10-23,2018,10,23,2018-10,unspecified,,False,False
DAL589_20181023,DAL589,DL589,ab03a4,N809DN,B739,KMSP,KMSP,KSEA,KMSP,cracked_windshield,return,unknown,4bf6199a,misc,return,unknown,2018-10-23,2018,10,23,2018-10,cracked_windshield,KMSP,True,False
ASH6004_20181024,ASH6004,AA6004,ad4bfb,N956LR,CRJ9,KDFW,KMFE,KMFE,,,,,,,,,2018-10-24,2018,10,24,2018-10,unspecified,,False,False
ARG1141_20181025,ARG1141,AR1141,e06589,LV-FVI,A332,LIRF,,SAEZ,,,,,,,,,2018-10-25,2018,10,25,2018-10,unspecified,,False,False
UAL1566_20181026,UAL1566,UA1566,a52c4f,N432UA,A320,KIAD,MMMX,MMMX,,,,,,,,,2018-10-26,2018,10,26,2018-10,unspecified,,False,False
STK85YM_20181027,STK85YM,EI3805,4caad8,EI-FAT,AT76,EGPH,EGPF,EICK,EGPF,unclear,diverted,unknown,,,,,2018-10-27,2018,10,27,2018-10,unconfirmed_emergency,EGPF,True,False
AFR24NG_20181029,AFR24NG,AF6023,393320,F-GMZA,A321,LFML,LFLL,LFPO,LFLL,smoke_burn_smell_flames,diverted,unknown,,,,,2018-10-29,2018,10,29,2018-10,smoke_fire_fumes,LFLL,True,False
VIV3719_20181030,VIV3719,VB3719,0d0ac8,XA-VAY,A320,MMTJ,,MMMX,,,,,,,,,2018-10-30,2018,10,30,2018-10,unspecified,,False,False
FDX1446_20181031,FDX1446,FX1446,aa1e41,N751FD,A306,KMEM,KPIT,KPIT,,,,,,,,,2018-10-31,2018,10,31,2018-10,unspecified,,False,False
TAP087_20181101,TAP087,TP87,4951e2,CS-TOB,A343,LPPT,,SBGR,,,,,,,,,2018-11-01,2018,11,1,2018-11,unspecified,,False,False
DAL2412_20181101,DAL2412,DL2412,abd2e6,N861DN,B739,KMSP,KSFO,KSFO,,unclear,unclear,unknown,,,,,2018-11-01,2018,11,1,2018-11,unconfirmed_emergency,,False,False
UAL1014_20181101,UAL1014,UA1014,a923a9,N68823,B739,KIAH,,MMUN,,,,,,,,,2018-11-01,2018,11,1,2018-11,unspecified,,False,False
ASH6075_20181102,ASH6075,UA6075,ac0418,N87319,E75L,KOKC,KIAD,KIAD,,,,,,,,,2018-11-02,2018,11,2,2018-11,unspecified,,False,False
JKR85_20181104,JKR85,,aba7d7,N850FB,H25B,,KDAL,,,,,,,,,,2018-11-04,2018,11,4,2018-11,unspecified,,False,False
TAP573_20181105,TAP573,TP573,495296,CS-TTV,A319,EDDF,LFPO,LPPT,LFPO,medical,diverted,unknown,,,,,2018-11-05,2018,11,5,2018-11,medical_emergency,LFPO,True,False
TOM38V_20181106,TOM38V,BY4226,40665f,G-TAWB,B738,EGKK,,GCTS,LPPT,medical,diverted,unknown,,,,,2018-11-06,2018,11,6,2018-11,medical_emergency,LPPT,True,False
BAW269_20181106,BAW269,BA269,406a04,G-XLEE,A388,EGLL,EGLL,KLAX,EGLL,engine,return,fueldump,,,,,2018-11-06,2018,11,6,2018-11,engine_problem,EGLL,True,True
SKW5932_20181106,SKW5932,UA5932,a1a9f4,N206SY,E75L,KSFO,KSFO,KMSP,KSFO,unclear,return,unknown,,,,,2018-11-06,2018,11,6,2018-11,unconfirmed_emergency,KSFO,True,False
RYR7VF_20181107,RYR7VF,FR1909,4caca9,EI-GDZ,B738,EPGD,EGNT,EIDW,EGNT,medical,diverted,unknown,,,,,2018-11-07,2018,11,7,2018-11,medical_emergency,EGNT,True,False
ICE430_20181108,ICE430,FI430,4cc2a3,TF-FIN,B752,BIKF,,EGPF,,unclear,unclear,unknown,,,,,2018-11-08,2018,11,8,2018-11,unconfirmed_emergency,,False,False
SWA1948_20181108,SWA1948,WN1948,abb8ea,N8542Z,B738,KSDF,KDEN,KDEN,,,,,,,,,2018-11-08,2018,11,8,2018-11,unspecified,,False,False
AZA74F_20181108,AZA74F,AZ110,4ca7bd,EI-DTF,A320,LIRF,EDDF,EHAM,EDDF,unclear,diverted,unknown,,,,,2018-11-08,2018,11,8,2018-11,unconfirmed_emergency,EDDF,True,False
VIR651Y_20181109,VIR651Y,VS651,400f63,G-VWEB,A346,EGLL,LEBL,DNMM,LEBL,medical,diverted,fueldump,,,,,2018-11-09,2018,11,9,2018-11,medical_emergency,LEBL,True,True
TPU966_20181112,TPU966,AV966,a611c2,N490TA,A320,SAEZ,,SPJC,,,,,,,,,2018-11-12,2018,11,12,2018-11,unspecified,,False,False
ENY3436_20181113,ENY3436,AA3436,a252a7,N249NN,E75L,KDFW,KXNA,KXNA,,,,,,,,,2018-11-13,2018,11,13,2018-11,unspecified,,False,False
AAL2665_20181113,AAL2665,AA2665,a47903,N388AA,B763,KPHL,KPHL,KMIA,KPHL,cabin_pressure,return,unknown,4c05e30c,maintenance,return,unknown,2018-11-13,2018,11,13,2018-11,depressurization_cabin,KPHL,True,False
AFR102J_20181114,AFR102J,AF1024,392af8,F-GKXY,A320,LFPG,,LPPT,LFBD,technical,diverted,unknown,,,,,2018-11-14,2018,11,14,2018-11,technical_systems,LFBD,True,False
SWA2263_20181116,SWA2263,WN2263,aaa929,N7860A,B737,KLAX,KPHX,KPHX,,,,,,,,,2018-11-16,2018,11,16,2018-11,unspecified,,False,False
BAW869_20181117,BAW869,BA869,400980,G-EUUE,A320,LHBP,,EGLL,,unclear,planned,unknown,,,,,2018-11-17,2018,11,17,2018-11,unconfirmed_emergency,,False,False
AFR1464_20181119,AFR1464,AF1464,3944f3,F-GRHT,A319,LFPG,LFPG,ULLI,LFPG,unclear,return,unknown,,,,,2018-11-19,2018,11,19,2018-11,unconfirmed_emergency,LFPG,True,False
GLO1524_20181119,GLO1524,G31524,e48c2f,PR-GUX,B738,SBGR,SBFZ,SBFZ,,,,,,,,,2018-11-19,2018,11,19,2018-11,unspecified,,False,False
EZY130_20181123,EZY130,U2130,4074af,G-EZRP,A320,EGAA,EGCC,EGCC,,unclear,planned,unknown,,,,,2018-11-23,2018,11,23,2018-11,unconfirmed_emergency,,False,False
AFR362V_20181123,AFR362V,AF362V,3991e1,F-HEPB,A320,LFBO,LFPG,LFPG,,unclear,planned,unknown,,,,,2018-11-23,2018,11,23,2018-11,unconfirmed_emergency,,False,False
UAL21_20181124,UAL21,UA21,a92d6d,N69020,B772,EHAM,EGPH,KIAH,EGPH,unclear,diverted,unknown,,,,,2018-11-24,2018,11,24,2018-11,unconfirmed_emergency,EGPH,True,False
VIR16B_20181125,VIR16B,VS16,4008f6,G-VROS,B744,KMCO,,EGKK,EIDW,medical,diverted,unknown,,,,,2018-11-25,2018,11,25,2018-11,medical_emergency,EIDW,True,False
SHT64U_20181126,SHT64U,BA1469,400941,G-EUOI,A319,EGPE,EGLL,EGLL,,cabin_pressure,planned,unknown,,,,,2018-11-26,2018,11,26,2018-11,depressurization_cabin,,False,False
CRL911_20181126,CRL911,SS911,39ca8d,F-HSUN,B744,FMEE,LFPO,LFPO,,bird,planned,unknown,,,,,2018-11-26,2018,11,26,2018-11,bird_strike,,False,False
JIA5686_20181128,JIA5686,OH5686,a79890,N589NN,CRJ9,KCLT,,KLIT,,,,,,,,,2018-11-28,2018,11,28,2018-11,unspecified,,False,False
AAL63_20181129,AAL63,AA63,aa1dcd,N751AN,B772,LFPG,EINN,KMIA,EINN,engine,diverted,unknown,4c0ea5a0,engine,diverted,unknown,2018-11-29,2018,11,29,2018-11,engine_problem,EINN,True,False
UAL818_20181201,UAL818,UA818,a43667,N37018,B772,SAEZ,,KIAH,,,,,,,,,2018-12-01,2018,12,1,2018-12,unspecified,,False,False
AAL80_20181201,AAL80,AA80,aaa6dd,N786AN,B772,KDFW,,EGLL,,,,,,,,,2018-12-01,2018,12,1,2018-12,unspecified,,False,False
SWA3763_20181202,SWA3763,WN3763,a2536f,N249WN,B737,KLGA,KMDW,KMDW,,,,,,,,,2018-12-02,2018,12,2,2018-12,unspecified,,False,False
IBK5FM_20181203,IBK5FM,D85330,4ca5c0,EI-FHX,B738,LEAL,,ENTO,LFPO,unclear,diverted,unknown,,,,,2018-12-03,2018,12,3,2018-12,unconfirmed_emergency,LFPO,True,False
QXE2235_20181203,QXE2235,AS2235,a83f30,N630QX,E75L,KPHX,,KSEA,,,,,,,,,2018-12-03,2018,12,3,2018-12,unspecified,,False,False
SWA1915_20181205,SWA1915,WN1915,a620f5,N494WN,B737,KSMF,KLAS,KLAS,,,,,,,,,2018-12-05,2018,12,5,2018-12,unspecified,,False,False
AAL2536_20181205,AAL2536,AA2536,ac72af,N9008U,A319,KDFW,KMSY,KMSY,,,,,,,,,2018-12-05,2018,12,5,2018-12,unspecified,,False,False
AFR765U_20181206,AFR765U,AF7651,392aeb,F-GKXL,A320,LFLL,LFPG,LFPG,,cabin_pressure,unclear,unknown,,,,,2018-12-06,2018,12,6,2018-12,depressurization_cabin,,False,False
AAL207_20181206,AAL207,AA207,a47903,N388AA,B763,LIMC,,KMIA,KJFK,technical,diverted,unknown,,,,,2018-12-06,2018,12,6,2018-12,technical_systems,KJFK,True,False
ABY1692_20181206,ABY1692,G91692,8964da,A6-AOT,A320,OEJN,OMSJ,OMSJ,,unclear,unclear,unknown,,,,,2018-12-06,2018,12,6,2018-12,unconfirmed_emergency,,False,False
ARG1543_20181207,ARG1543,AR1543,e072d3,LV-GKS,B738,SAME,SABE,SABE,,,,,,,,,2018-12-07,2018,12,7,2018-12,unspecified,,False,False
EWG7AB_20181207,EWG7AB,EW9770,3c4895,D-ABDU,A320,EDDL,EDDN,LKPR,EDDN,medical,diverted,unknown,,,,,2018-12-07,2018,12,7,2018-12,medical_emergency,EDDN,True,False
RPA4499_20181208,RPA4499,AA4499,a0634c,N124HQ,E75S,KDCA,KHSV,KHSV,,,,,,,,,2018-12-08,2018,12,8,2018-12,unspecified,,False,False
CPZ6064_20181209,CPZ6064,AA6064,a1d4bc,N217NN,E75L,KLAX,KRNO,KRNO,,,,,,,,,2018-12-09,2018,12,9,2018-12,unspecified,,False,False
EZY64VZ_20181209,EZY64VZ,U26982,405635,G-EZDF,A319,LPPT,EGPH,EGPH,,unclear,unclear,unknown,,,,,2018-12-09,2018,12,9,2018-12,unconfirmed_emergency,,False,False
UAL14_20181211,UAL14,UA14,a8a110,N655UA,B763,KEWR,,EGLL,,unclear,planned,unknown,,,,,2018-12-11,2018,12,11,2018-12,unconfirmed_emergency,,False,False
EJA515_20181211,EJA515,1I515,a67571,N515QS,C68A,,KCMH,,,unclear,unclear,unknown,,,,,2018-12-11,2018,12,11,2018-12,unconfirmed_emergency,,False,False
LET7239_20181212,LET7239,,0d08d4,XA-MBT,LJ75,,,,,,,,,,,,2018-12-12,2018,12,12,2018-12,unspecified,,False,False
AZU8710_20181212,AZU8710,AD8710,e4910e,PR-AIW,A332,SBRF,,KMCO,,,,,,,,,2018-12-12,2018,12,12,2018-12,unspecified,,False,False
EZY42LB_20181213,EZY42LB,U26995,405635,G-EZDF,A319,EGPH,EGGD,LEMD,EGGD,unclear,diverted,unknown,,,,,2018-12-13,2018,12,13,2018-12,unconfirmed_emergency,EGGD,True,False
OPT374_20181214,OPT374,,a4433a,N374FX,E55P,,KLAX,,,unclear,unclear,unknown,,,,,2018-12-14,2018,12,14,2018-12,unconfirmed_emergency,,False,False
RYR51AA_20181215,RYR51AA,FR7124,4ca84a,EI-EMB,B738,EIDW,EIDW,GCRR,EIDW,unclear,return,unknown,,,,,2018-12-15,2018,12,15,2018-12,unconfirmed_emergency,EIDW,True,False
SHT13H_20181216,SHT13H,BA1327,400804,G-EUPD,A319,EGNT,EGLL,EGLL,,engine,planned,unknown,,,,,2018-12-16,2018,12,16,2018-12,engine_problem,,False,False
NKS1083_20181220,NKS1083,NK1083,a86671,N640NK,A320,KMCO,KDFW,KDFW,,,,,,,,,2018-12-20,2018,12,20,2018-12,unspecified,,False,False
ASA395_20181221,ASA395,AS395,a5bb1b,N469AS,B739,KSEA,KPDX,KPDX,,,,,,,,,2018-12-21,2018,12,21,2018-12,unspecified,,False,False
AAL1619_20181221,AAL1619,AA1619,abfb46,N871NN,B738,KPHX,,KSEA,,,,,,,,,2018-12-21,2018,12,21,2018-12,unspecified,,False,False
NJE731L_20181221,NJE731L,,494101,CS-PHA,E55P,,,,,unclear,unclear,unknown,,,,,2018-12-21,2018,12,21,2018-12,unconfirmed_emergency,,False,False
UPS2916_20181221,UPS2916,5X2916,a2682a,N254UP,MD11,KSDF,KMCI,KONT,KMCI,unclear,diverted,unknown,,,,,2018-12-21,2018,12,21,2018-12,unconfirmed_emergency,KMCI,True,False
GLO1523_20181223,GLO1523,G31523,e47ecd,PR-GTA,B738,SBFZ,,SBGR,,,,,,,,,2018-12-23,2018,12,23,2018-12,unspecified,,False,False
BAW2578_20181226,BAW2578,BA2578,406b58,G-GATH,A320,EGKK,LFPG,LIMF,LFPG,smoke_burn_smell_flames,diverted,unknown,4c2125ae,smoke_burn_smell_flames,diverted,unknown,2018-12-26,2018,12,26,2018-12,smoke_fire_fumes,LFPG,True,False
SWA2310_20181229,SWA2310,WN2310,abc7a3,N8581Z,B738,KBWI,KALB,KALB,,,,,,,,,2018-12-29,2018,12,29,2018-12,unspecified,,False,False
UAE816_20181229,UAE816,EK816,896316,A6-ENT,B77W,OERK,OMDB,OMDB,,medical,planned,unknown,,,,,2018-12-29,2018,12,29,2018-12,medical_emergency,,False,False
WOW76P_20181230,WOW76P,WW761,4cc4ff,TF-JOY,A321,EDDF,EGPH,BIKF,EGPH,medical,diverted,unknown,,,,,2018-12-30,2018,12,30,2018-12,medical_emergency,EGPH,True,False
JIA5633_20181231,JIA5633,AA5633,a70bc9,N553NN,CRJ9,KPIT,KCLT,KCLT,,,,,,,,,2018-12-31,2018,12,31,2018-12,unspecified,,False,False
ACA878_20190101,ACA878,AC878,c038a7,C-FVLU,B789,CYYZ,,LSZH,,,,,,,,,2019-01-01,2019,1,1,2019-01,unspecified,,False,False
AAL944_20190104,AAL944,AA944,aae465,N8001N,A319,KSTL,KMIA,KMIA,,,,,,,,,2019-01-04,2019,1,4,2019-01,unspecified,,False,False
QXE2554_20190106,QXE2554,AS2554,a822d6,N623QX,E75L,KSJC,KPDX,KPDX,,,,,,,,,2019-01-06,2019,1,6,2019-01,unspecified,,False,False
CCM780R_20190108,CCM780R,XK780,398640,F-HBSA,A320,LFKB,LFLL,LFPO,LFLL,unclear,diverted,unknown,,,,,2019-01-08,2019,1,8,2019-01,unconfirmed_emergency,LFLL,True,False
TVF19JZ_20190108,TVF19JZ,,3964e3,F-GZHD,B738,,LFPO,,,unclear,unclear,unknown,,,,,2019-01-08,2019,1,8,2019-01,unconfirmed_emergency,,False,False
AWI4856_20190109,AWI4856,UA4856,a58fe9,N458AW,CRJ2,KORD,KMKE,KMKE,,,,,,,,,2019-01-09,2019,1,9,2019-01,unspecified,,False,False
AAL305_20190110,AAL305,AA305,a09cad,N139AN,A321,KMIA,KDFW,KSEA,KDFW,medical,diverted,unknown,,,,,2019-01-10,2019,1,10,2019-01,medical_emergency,KDFW,True,False
CPZ6033_20190110,CPZ6033,CP6033,a1cd4e,N215NN,E75L,KLAX,KPDX,KSFO,KPDX,,,,,,,,2019-01-10,2019,1,10,2019-01,unspecified,KPDX,True,False
SWA1260_20190110,SWA1260,WN1260,abb4ea,N8530W,B738,KDAL,KPHL,KPHL,,,,,,,,,2019-01-10,2019,1,10,2019-01,unspecified,,False,False
EZY73ED_20190110,EZY73ED,U28200,400db1,G-EZAN,A319,LIMC,LFPG,EGKK,LFPG,medical,diverted,unknown,,,,,2019-01-10,2019,1,10,2019-01,medical_emergency,LFPG,True,False
WIG8407_20190111,WIG8407,WIG8407,a9cf55,N731FX,C208,KALB,,KPBG,,,,,,,,,2019-01-11,2019,1,11,2019-01,unspecified,,False,False
NKS327_20190112,NKS327,NK327,a9335a,N692NK,A320,KBWI,,KIAH,,,,,,,,,2019-01-12,2019,1,12,2019-01,unspecified,,False,False
AAL1328_20190112,AAL1328,AA1328,abca00,N859NN,B738,KDFW,KCOS,KCOS,,,,,,,,,2019-01-12,2019,1,12,2019-01,unspecified,,False,False
STK265B_20190113,STK265B,EI3265,4ca161,EI-FCZ,AT76,EGBB,EGCC,EIDW,EGCC,medical,diverted,unknown,,,,,2019-01-13,2019,1,13,2019-01,medical_emergency,EGCC,True,False
ICE53B_20190114,ICE53B,FI441,4cc271,TF-ISK,B752,EGCC,EGPF,BIKF,EGPF,smoke_burn_smell_flames,diverted,unknown,4c2eb46c,smoke_burn_smell_flames,diverted,unknown,2019-01-14,2019,1,14,2019-01,smoke_fire_fumes,EGPF,True,False
CLX7303_20190116,CLX7303,CV7303,4d0113,LX-VCJ,B748,WMKK,,ZHCC,WMKK,smoke_burn_smell_flames,return,unknown,4c2f22d4,smoke_burn_smell_flames,return,unknown,2019-01-16,2019,1,16,2019-01,smoke_fire_fumes,WMKK,True,False
VIR3N_20190117,VIR3N,VS3,4063e6,G-VSXY,A333,EGLL,EGLL,KJFK,EGLL,engine,return,unknown,4c2ff008,engine,return,unknown,2019-01-17,2019,1,17,2019-01,engine_problem,EGLL,True,False
EZY721Z_20190118,EZY721Z,U24319,405631,G-EZDA,A319,LFLL,LFLL,LFRN,LFLL,unclear,return,unknown,,,,,2019-01-18,2019,1,18,2019-01,unconfirmed_emergency,LFLL,True,False
RPA3301_20190118,RPA3301,UA3301,a871ec,N643RW,E170,CYRQ,KIND,KIND,,,,,,,,,2019-01-18,2019,1,18,2019-01,unspecified,,False,False
AVA088_20190120,AVA088,AV88,a2c7ff,N279AV,A332,SAEZ,,SKBO,,,,,,,,,2019-01-20,2019,1,20,2019-01,unspecified,,False,False
UAL342_20190120,UAL342,UA342,aa7e7a,N77536,B738,KORD,KPHL,KBOS,KPHL,fuel_leak,diverted,unknown,,,,,2019-01-20,2019,1,20,2019-01,fuel_issue,KPHL,True,False
EZY64UQ_20190120,EZY64UQ,U2889,40631d,G-EZFY,A319,EGKK,EGPF,EGPF,,technical,planned,unknown,,,,,2019-01-20,2019,1,20,2019-01,technical_systems,,False,False
TAM3090_20190120,TAM3090,LA3090,e4808c,PR-MHF,A320,SBGL,,SBSG,,,,,,,,,2019-01-20,2019,1,20,2019-01,unspecified,,False,False
VOI893_20190120,VOI893,Y4893,a6a11e,N526VL,A320,KDFW,,MMGL,,,,,,,,,2019-01-20,2019,1,20,2019-01,unspecified,,False,False
GLO1586_20190121,GLO1586,G31586,e4814a,PR-VBF,B738,SBGR,,SBSG,,,,,,,,,2019-01-21,2019,1,21,2019-01,unspecified,,False,False
SHT18H_20190121,SHT18H,BA1318,400940,G-EUOH,A319,EGLL,,EGPD,,medical,planned,unknown,,,,,2019-01-21,2019,1,21,2019-01,medical_emergency,,False,False
SKW5113_20190121,SKW5113,UA5113,acae9a,N916SW,CRJ2,KDEN,KDEN,KRKS,KDEN,unclear,return,hold_to_reduce,,,,,2019-01-21,2019,1,21,2019-01,unconfirmed_emergency,KDEN,True,True
AAL1860_20190123,AAL1860,AA1860,aa2e6f,N755US,A319,KCLT,KALB,KALB,,,,,,,,,2019-01-23,2019,1,23,2019-01,unspecified,,False,False
AIJ2454_20190124,AIJ2454,4O2454,0d0abb,XA-JOE,A21N,MMMX,MMHO,MMHO,,,,,,,,,2019-01-24,2019,1,24,2019-01,unspecified,,False,False
JIA5203_20190124,JIA5203,AA5203,a7b4ea,N596NN,CRJ9,KPIT,KCLT,KCLT,,,,,,,,,2019-01-24,2019,1,24,2019-01,unspecified,,False,False
KLM1293_20190124,KLM1293,KL1293,48455b,PH-BGD,B737,EHAM,EGPH,EGPH,,unclear,planned,unknown,,,,,2019-01-24,2019,1,24,2019-01,unconfirmed_emergency,,False,False
IRO8955_20190125,IRO8955,IRO8955,a9840e,N712FX,C208,KFNT,,KAPN,,,,,,,,,2019-01-25,2019,1,25,2019-01,unspecified,,False,False
TAO536_20190126,TAO536,VW536,0d0a25,XA-UYM,AT76,MMPS,MMMX,MMMX,,,,,,,,,2019-01-26,2019,1,26,2019-01,unspecified,,False,False
FFT1428_20190126,FFT1428,F91428,a98408,N712FR,A321,KPHX,KPHX,KORD,KPHX,unclear,return,hold_to_reduce,,,,,2019-01-26,2019,1,26,2019-01,unconfirmed_emergency,KPHX,True,True
BAW91C_20190126,BAW91C,BA191,406948,G-STBH,B77W,EGLL,EGPF,KAUS,EGPF,medical,diverted,fueldump,,,,,2019-01-26,2019,1,26,2019-01,medical_emergency,EGPF,True,True
