flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,flight_date,flight_year,flight_month,flight_day,year_month,problem_category,diverted_airport,diverted_flag,fueldump_flag
EJA404_20190128,EJA404,1I404,a4bcec,N404QS,E55P,,KMCO,,,,,,,,,,2019-01-28,2019,1,28,2019-01,unspecified,,False,False
ACA265_20190128,ACA265,AC265,c010ea,C-FGKN,A321,CYYZ,,CYWG,,,,,,,,,2019-01-28,2019,1,28,2019-01,unspecified,,False,False
WJA706_20190129,WJA706,WS706,c07e62,C-GVWJ,B737,CYVR,CYYZ,CYYZ,,,,,,,,,2019-01-29,2019,1,29,2019-01,unspecified,,False,False
SWA1687_20190129,SWA1687,WN1687,a7130c,N555LV,B737,KBWI,,TJSJ,,,,,,,,,2019-01-29,2019,1,29,2019-01,unspecified,,False,False
UAL1010_20190130,UAL1010,UA1010,a3ef1b,N35236,B738,KIAH,,MMUN,,,,,,,,,2019-01-30,2019,1,30,2019-01,unspecified,,False,False
AFR724_20190201,AFR724,AF724,392f29,F-GLZJ,A343,LFPG,LFPG,GQNO,LFPG,medical,return,unknown,,,,,2019-02-01,2019,2,1,2019-02,medical_emergency,LFPG,True,False
GLO1591_20190201,GLO1591,G31591,e4814a,PR-VBF,B738,SBSG,,SBGR,,,,,,,,,2019-02-01,2019,2,1,2019-02,unspecified,,False,False
UAL62_20190202,UAL62,UA62,a8c4d8,N664UA,B763,KIAH,,SBGR,,,,,,,,,2019-02-02,2019,2,2,2019-02,unspecified,,False,False
RPA6119_20190203,RPA6119,DL6119,a1acdb,N207JQ,E75S,KBOS,KRIC,KRIC,,,,,,,,,2019-02-03,2019,2,3,2019-02,unspecified,,False,False
AMC101_20190204,AMC101,KM101,4d2025,9H-AEO,A320,EGLL,LSGG,LMML,LSGG,medical,diverted,unknown,,,,,2019-02-04,2019,2,4,2019-02,medical_emergency,LSGG,True,False
SVA926_20190205,SVA926,SV926,71001b,HZ-AI4,B748,EDDF,EDDF,OERK,EDDF,unclear,return,unknown,4c5d339a,medical,return,unknown,2019-02-05,2019,2,5,2019-02,medical_emergency,EDDF,True,False
FDX1650_20190206,FDX1650,FX1650,a7fa65,N613FE,MD11,KLAX,KIND,KIND,,,,,,,,,2019-02-06,2019,2,6,2019-02,unspecified,,False,False
UAE15_20190208,UAE15,EK15,8960ed,A6-EDL,A388,OMDB,EGCC,EGKK,EGCC,weather_damage,diverted,unknown,4c43df30,misc,diverted,unknown,2019-02-08,2019,2,8,2019-02,weather_turbulence,EGCC,True,False
AMX008_20190209,AMX008,AM8,ad7633,N967AM,B788,EGLL,,MMMX,EGLL,cabin_pressure,return,unknown,4c406589,air_condition,return,unknown,2019-02-09,2019,2,9,2019-02,depressurization_cabin,EGLL,True,False
DLH595_20190214,DLH595,LH595,3c6573,D-AIKS,A333,DNAA,,EDDF,,unclear,unclear,unknown,,,,,2019-02-14,2019,2,14,2019-02,unconfirmed_emergency,,False,False
AAL2772_20190215,AAL2772,AA2772,ac0dd9,N876NN,B738,KJFK,KAUS,KAUS,,,,,,,,,2019-02-15,2019,2,15,2019-02,unspecified,,False,False
GLO1554_20190215,GLO1554,G31554,e47faa,PR-GTJ,B738,SBSP,,SBRF,,,,,,,,,2019-02-15,2019,2,15,2019-02,unspecified,,False,False
JBU1166_20190217,JBU1166,B61166,aac3f4,N793JB,A320,KLGB,KSMF,KSMF,,,,,,,,,2019-02-17,2019,2,17,2019-02,unspecified,,False,False
NAA6030_20190218,NAA6030,DN6030,e08448,LV-HQH,B738,SABE,,SACO,,,,,,,,,2019-02-18,2019,2,18,2019-02,unspecified,,False,False
EZY13MR_20190218,EZY13MR,U23385,400d8c,G-EZAB,A319,LIPZ,EGPH,EGPH,,unclear,planned,unknown,,,,,2019-02-18,2019,2,18,2019-02,unconfirmed_emergency,,False,False
WJA701_20190219,WJA701,WS701,c0809d,C-GWSI,B736,CYYZ,,CYVR,,,,,,,,,2019-02-19,2019,2,19,2019-02,unspecified,,False,False
AZU8750_20190221,AZU8750,AD8750,e4908e,PR-AIV,A332,SBKP,,LPPT,,,,,,,,,2019-02-21,2019,2,21,2019-02,unspecified,,False,False
FDX5392_20190221,FDX5392,FX5392,a841f5,N631FE,MD11,LFPG,LFPG,KEWR,LFPG,unclear,return,unknown,,,,,2019-02-21,2019,2,21,2019-02,unconfirmed_emergency,LFPG,True,False
TVF44PQ_20190221,TVF44PQ,TO3401,3964f9,F-GZHZ,B738,LPPR,LFPO,LFPO,,medical,planned,unknown,,,,,2019-02-21,2019,2,21,2019-02,medical_emergency,,False,False
SWA597_20190222,SWA597,WN597,abb624,N8539V,B738,KHOU,,KPHX,,,,,,,,,2019-02-22,2019,2,22,2019-02,unspecified,,False,False
SCR356_20190225,SCR356,JQ356,7c6273,VH-TQD,DH8C,NZNR,NZAA,NZAA,,unclear,planned,unknown,,,,,2019-02-25,2019,2,25,2019-02,unconfirmed_emergency,,False,False
RYR419Y_20190225,RYR419Y,FR4191,4ca34a,EI-FIA,B738,LIME,EDDF,EGSS,EDDF,unclear,diverted,unknown,,,,,2019-02-25,2019,2,25,2019-02,unconfirmed_emergency,EDDF,True,False
RFR7230_20190226,RFR7230,,43c8d8,ZM337,E50P,,EGNX,,,unclear,unclear,unknown,,,,,2019-02-26,2019,2,26,2019-02,unconfirmed_emergency,,False,False
UAL1712_20190226,UAL1712,UA1712,aa7abd,N77430,B739,KDEN,KSMF,KSMF,,,,,,,,,2019-02-26,2019,2,26,2019-02,unspecified,,False,False
ASA1100_20190226,ASA1100,AS1100,ab7ba5,N839VA,A320,KSFO,KBNA,KBNA,,,,,,,,,2019-02-26,2019,2,26,2019-02,unspecified,,False,False
SKW4167_20190228,SKW4167,DL4167,a26bb8,N255SY,E75L,KSLC,KBUR,KBUR,,,,,,,,,2019-02-28,2019,2,28,2019-02,unspecified,,False,False
QTR726_20190301,QTR726,QR726,06a2af,A7-BEK,B77W,KORD,LFPG,OTHH,LFPG,medical,diverted,unknown,,,,,2019-03-01,2019,3,1,2019-03,medical_emergency,LFPG,True,False
EZY85YK_20190301,EZY85YK,U26931,406a95,G-EZWU,A320,EGPH,EGPH,EDDH,EGPH,unclear,return,unknown,,,,,2019-03-01,2019,3,1,2019-03,unconfirmed_emergency,EGPH,True,False
NKS643_20190301,NKS643,NK643,ac7b87,N903NK,A20N,KDTW,KTPA,KTPA,,,,,,,,,2019-03-01,2019,3,1,2019-03,unspecified,,False,False
AME4566_20190304,AME4566,,35350b,T.18-5,F900,,LFBO,,,unclear,unclear,unknown,,,,,2019-03-04,2019,3,4,2019-03,unconfirmed_emergency,,False,False
ENY3451_20190304,ENY3451,AA3451,a29680,N266NN,E75L,KDFW,,MMMY,,,,,,,,,2019-03-04,2019,3,4,2019-03,unspecified,,False,False
RYR6827_20190305,RYR6827,FR6827,4ca9d3,EI-EVK,B738,LPFR,EGPH,EGPH,,unclear,planned,unknown,,,,,2019-03-05,2019,3,5,2019-03,unconfirmed_emergency,,False,False
TAM3852_20190306,TAM3852,LA3852,e48053,PR-MHK,A320,SBGL,SBFZ,SBFZ,,,,,,,,,2019-03-06,2019,3,6,2019-03,unspecified,,False,False
AFR361V_20190306,AFR361V,AF361V,3991e8,F-HEPI,A320,LFBO,LFPG,LFPG,,unclear,unclear,unknown,,,,,2019-03-06,2019,3,6,2019-03,unconfirmed_emergency,,False,False
FDX1601_20190307,FDX1601,FX1601,a10fe8,N168FE,B763,KDFW,KIND,KIND,,,,,,,,,2019-03-07,2019,3,7,2019-03,unspecified,,False,False
EZY96LA_20190307,EZY96LA,U2464,406669,G-EZUO,A320,EGPF,EGPF,EGAA,EGPF,technical,return,hold_to_reduce,4c51a57b,hydraulics,return,unknown,2019-03-07,2019,3,7,2019-03,gear_hydraulics,EGPF,True,True
SWA2263_20190308,SWA2263,WN2263,aa5d2e,N767SW,B737,KSTL,KBOS,KLGA,KBOS,,,,,,,,2019-03-08,2019,3,8,2019-03,unspecified,KBOS,True,False
AFR848_20190309,AFR848,AF848,3965a6,F-GZNG,B77W,LFPO,LFRU,TFFF,LFRB,medical,diverted,unknown,,,,,2019-03-09,2019,3,9,2019-03,medical_emergency,LFRB,True,False
UAL36_20190310,UAL36,UA36,a16ee0,N19141,B752,KEWR,EGPH,EGPH,,unclear,unclear,unknown,,,,,2019-03-10,2019,3,10,2019-03,unconfirmed_emergency,,False,False
ASQ3996_20190310,ASQ3996,UA3996,a03331,N11164,E45X,KBHM,KORD,KORD,,,,,,,,,2019-03-10,2019,3,10,2019-03,unspecified,,False,False
BGA114D_20190311,BGA114D,,394a63,F-GSTD,A3ST,LFBO,LFBO,EGNR,LFBO,unclear,return,hold_to_reduce,,,,,2019-03-11,2019,3,11,2019-03,unconfirmed_emergency,LFBO,True,True
ACA302_20190311,ACA302,AC302,c05840,C-GHKX,A333,CYVR,,CYUL,,,,,,,,,2019-03-11,2019,3,11,2019-03,unspecified,,False,False
FDX458_20190312,FDX458,FX458,a03423,N112FE,B763,KMCO,,KMEM,,,,,,,,,2019-03-12,2019,3,12,2019-03,unspecified,,False,False
ASP519_20190312,ASP519,,c001e4,C-FASP,C25A,,,,,,,,,,,,2019-03-12,2019,3,12,2019-03,unspecified,,False,False
BAW486_20190314,BAW486,BA486,405455,G-EUUU,A320,EGLL,LEBL,LEBL,,unclear,unclear,unknown,,,,,2019-03-14,2019,3,14,2019-03,unconfirmed_emergency,,False,False
CRL924_20190315,CRL924,SS924,394e88,F-GTUI,B744,LFPO,LFPO,TFFF,LFPO,unclear,return,unknown,,,,,2019-03-15,2019,3,15,2019-03,unconfirmed_emergency,LFPO,True,False
AAY433_20190315,AAY433,G4433,a1e241,N220NV,A320,KLAS,,KTYS,,,,,,,,,2019-03-15,2019,3,15,2019-03,unspecified,,False,False
BAW2597_20190317,BAW2597,BA2597,400b83,G-DBCE,A319,LIPX,EGKK,EGKK,,unclear,planned,unknown,,,,,2019-03-17,2019,3,17,2019-03,unconfirmed_emergency,,False,False
GAC903L_20190317,GAC903L,,44058f,OE-FZA,C510,,LFML,,,unclear,unclear,unknown,,,,,2019-03-17,2019,3,17,2019-03,unconfirmed_emergency,,False,False
AAL163_20190317,AAL163,AA163,acd5ad,N926NN,B738,KLAX,KDCA,KDCA,,,,,,,,,2019-03-17,2019,3,17,2019-03,unspecified,,False,False
RYR75XJ_20190319,RYR75XJ,FR8121,4ca64e,EI-DYL,B738,EGGD,EGGD,LEMG,EGGD,medical,return,unknown,,,,,2019-03-19,2019,3,19,2019-03,medical_emergency,EGGD,True,False
RPA4621_20190319,RPA4621,AA4621,a4c170,N405YX,E75S,KPHL,KPHL,KSTL,KPHL,cabin_pressure,return,unknown,,,,,2019-03-19,2019,3,19,2019-03,depressurization_cabin,KPHL,True,False
AWI4827_20190319,AWI4827,UA4827,a4f5a4,N419AW,CRJ2,KALB,KORD,KORD,,,,,,,,,2019-03-19,2019,3,19,2019-03,unspecified,,False,False
EZY4306_20190325,EZY4306,U24306,4401c3,OE-IJJ,A320,LFLL,LFBD,LFBD,,unclear,unclear,unknown,,,,,2019-03-25,2019,3,25,2019-03,unconfirmed_emergency,,False,False
ASQ4001_20190327,ASQ4001,UA4001,a0c7ce,N14993,E145,KCLE,KAVP,KLGA,KAVP,,,,,,,,2019-03-27,2019,3,27,2019-03,unspecified,KAVP,True,False
ACA871_20190327,ACA871,AC871,c023bb,C-FNNU,B77W,LFPG,CYUL,CYUL,,,,,,,,,2019-03-27,2019,3,27,2019-03,unspecified,,False,False
SWA206_20190327,SWA206,WN206,abb19c,N8523W,B738,KBNA,KDEN,KDEN,,,,,,,,,2019-03-27,2019,3,27,2019-03,unspecified,,False,False
SWA2184_20190327,SWA2184,WN2184,a22839,N238WN,B737,KTPA,,KDEN,,,,,,,,,2019-03-27,2019,3,27,2019-03,unspecified,,False,False
AZA352_20190329,AZA352,AZ352,4ca9de,EI-RDC,E75S,LIML,,LFPO,,unclear,unclear,unknown,,,,,2019-03-29,2019,3,29,2019-03,unconfirmed_emergency,,False,False
EXS918_20190329,EXS918,LS918,406735,G-LSAN,B752,GCTS,EGCC,EGCC,,unclear,planned,unknown,,,,,2019-03-29,2019,3,29,2019-03,unconfirmed_emergency,,False,False
VIR76X_20190330,VIR76X,VS76,400678,G-VAST,B744,KMCO,EGCC,EGCC,,unclear,planned,unknown,,,,,2019-03-30,2019,3,30,2019-03,unconfirmed_emergency,,False,False
EWG14V_20190330,EWG14V,EW7533,3c56f3,D-AEWS,A320,GCTS,EDDH,EDDH,LFPG,unclear,diverted,unknown,,,,,2019-03-30,2019,3,30,2019-03,unconfirmed_emergency,LFPG,True,False
DAL7_20190330,DAL7,DL7,ab398a,N822NW,A333,KLAX,,RJTT,,,,,,,,,2019-03-30,2019,3,30,2019-03,unspecified,,False,False
DAL880_20190330,DAL880,DL880,acd883,N927DN,MD90,KATL,KROC,KROC,,,,,,,,,2019-03-30,2019,3,30,2019-03,unspecified,,False,False
SXD3N_20190331,SXD3N,,3c0a43,D-ASXA,B738,,,,,unclear,unclear,unknown,,,,,2019-03-31,2019,3,31,2019-03,unconfirmed_emergency,,False,False
UAL2745_20190401,UAL2745,UA2745,a3c3e6,N34137,B752,EIDW,EIDW,KIAD,EIDW,operational_issue,return,unknown,,,,,2019-04-01,2019,4,1,2019-04,operational_issue,EIDW,True,False
SWA2252_20190402,SWA2252,WN2252,a737c7,N564WN,B737,KAUS,,KATL,,,,,,,,,2019-04-02,2019,4,2,2019-04,unspecified,,False,False
LXJ541_20190402,LXJ541,,a6dc36,N541FX,CL30,,,,,,,,,,,,2019-04-02,2019,4,2,2019-04,unspecified,,False,False
CSJ213_20190404,CSJ213,CSJ213,a0259c,N1086F,C208,KFSD,CYHM,CYHM,,,,,,,,,2019-04-04,2019,4,4,2019-04,unspecified,,False,False
DLH88E_20190404,DLH88E,LH1792,3c6483,D-AIDC,A321,EDDM,,LPPT,LFBO,unclear,diverted,unknown,,,,,2019-04-04,2019,4,4,2019-04,unconfirmed_emergency,LFBO,True,False
EWG592_20190405,EWG592,EW592,3c49b6,D-ABMV,B738,EDDK,EDDK,LEPA,EDDK,unclear,return,unknown,4c64e832,landing_gear,return,unknown,2019-04-05,2019,4,5,2019-04,gear_hydraulics,EDDK,True,False
PAT482_20190405,PAT482,,ae03fd,823132,BE20,,,,,,,,,,,,2019-04-05,2019,4,5,2019-04,unspecified,,False,False
SKW3885_20190406,SKW3885,DL3885,a26bb8,N255SY,E75L,KSLC,KLGB,KLGB,,,,,,,,,2019-04-06,2019,4,6,2019-04,unspecified,,False,False
BAW81V_20190407,BAW81V,BA194,40073f,G-BYGG,B744,KIAH,EGLL,EGLL,,unclear,unclear,unknown,,,,,2019-04-07,2019,4,7,2019-04,unconfirmed_emergency,,False,False
FLC66_20190408,FLC66,,a8b1df,N66,BE30,KJAN,KRYY,KRYY,,,,,,,,,2019-04-08,2019,4,8,2019-04,unspecified,,False,False
DLH506_20190408,DLH506,LH506,3c4b35,D-ABYU,B748,EDDF,EDDF,SBGR,EDDF,smoke_burn_smell_flames,return,fueldump,4c677b39,smoke_burn_smell_flames,return,unknown,2019-04-08,2019,4,8,2019-04,smoke_fire_fumes,EDDF,True,True
DLH404_20190408,DLH404,LH404,3c4b31,D-ABYQ,B748,EDDF,KJFK,KJFK,,,,,,,,,2019-04-08,2019,4,8,2019-04,unspecified,,False,False
SKW3882_20190410,SKW3882,DL3882,ab24f7,N817SK,CRJ9,KATL,,KTLH,,,,,,,,,2019-04-10,2019,4,10,2019-04,unspecified,,False,False
DAL2031_20190410,DAL2031,DL2031,acdc3a,N928DN,MD90,KATL,KMKE,KMKE,,,,,,,,,2019-04-10,2019,4,10,2019-04,unspecified,,False,False
BAW265N_20190411,BAW265N,BA2652,400d5a,G-DBCG,A319,EGKK,EBBR,LOWS,EBBR,smoke_burn_smell_flames,diverted,unknown,,,,,2019-04-11,2019,4,11,2019-04,smoke_fire_fumes,EBBR,True,False
LOF4667_20190413,LOF4667,UA4667,a11fe7,N17146,E45X,KORD,KSDF,KSDF,,,,,,,,,2019-04-13,2019,4,13,2019-04,unspecified,,False,False
FIN6EN_20190413,FIN6EN,AY1361,461f36,OH-LVI,A319,EFHK,ESSA,EGCC,EFHK,cabin_pressure,diverted,unknown,4c6a625f,cabin_pressure,diverted,unknown,2019-04-13,2019,4,13,2019-04,depressurization_cabin,EFHK,True,False
DAL1644_20190414,DAL1644,DL1644,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,2019-04-14,2019,4,14,2019-04,unspecified,,False,False
AMX026_20190415,AMX026,AM26,0d0a9b,XA-ADH,B789,EHAM,EHAM,MMMX,EHAM,technical,return,hold_to_reduce,4c6d2f8c,instrument,return,unknown,2019-04-15,2019,4,15,2019-04,instruments_avionics,EHAM,True,True
AAL1630_20190415,AAL1630,AA1630,a00df9,N102UW,A320,KATL,,KDFW,,,,,,,,,2019-04-15,2019,4,15,2019-04,unspecified,,False,False
FFT1072_20190417,FFT1072,F91072,a3965c,N330FR,A20N,KMCO,,KDTW,,,,,,,,,2019-04-17,2019,4,17,2019-04,unspecified,,False,False
UAL1028_20190418,UAL1028,UA1028,ac5d61,N896UA,A319,KIAH,MMMX,MMMX,,,,,,,,,2019-04-18,2019,4,18,2019-04,unspecified,,False,False
UAE9964_20190419,UAE9964,EK9964,89616f,A6-EFI,B77L,KORD,,EBBR,,,,,,,,,2019-04-19,2019,4,19,2019-04,unspecified,,False,False
BAW102_20190419,BAW102,BA102,406890,G-ZBJC,B788,CYYC,EGLL,EGLL,,medical,planned,unknown,,,,,2019-04-19,2019,4,19,2019-04,medical_emergency,,False,False
TAM3312_20190419,TAM3312,LA3312,e491b0,PT-XPF,A321,SBGR,SBFZ,SBFZ,,,,,,,,,2019-04-19,2019,4,19,2019-04,unspecified,,False,False
NDU575_20190419,NDU575,,a7622c,N575ND,C172,KIWA,KIWA,KIWA,,,,,,,,,2019-04-19,2019,4,19,2019-04,unspecified,,False,False
TAM3167_20190420,TAM3167,LA3167,e49206,PT-XPJ,A321,SBSG,,SBGR,,,,,,,,,2019-04-20,2019,4,20,2019-04,unspecified,,False,False
BAW17V_20190421,BAW17V,BA218,40054d,G-CIVA,B744,KDEN,EGLL,EGLL,,medical,planned,unknown,,,,,2019-04-21,2019,4,21,2019-04,medical_emergency,,False,False
AAL90_20190421,AAL90,AA90,aaf0c6,N804AN,B788,KORD,,EGLL,,,,,,,,,2019-04-21,2019,4,21,2019-04,unspecified,,False,False
SWA5401_20190421,SWA5401,WN5401,a196c8,N201LV,B737,KPHX,KSMF,KSMF,,,,,,,,,2019-04-21,2019,4,21,2019-04,unspecified,,False,False
SWA2593_20190421,SWA2593,WN2593,ad21bc,N945WN,B737,,KBWI,,,,,,,,,,2019-04-21,2019,4,21,2019-04,unspecified,,False,False
AFR459_20190423,AFR459,AF459,3949ef,F-GSPP,B772,SBGR,,LFPG,,,,,,,,,2019-04-23,2019,4,23,2019-04,unspecified,,False,False
ENY3351_20190423,ENY3351,MQ3351,a8d2a8,N668HH,E145,KORD,KATW,KATW,,,,,,,,,2019-04-23,2019,4,23,2019-04,unspecified,,False,False
OAE351_20190423,OAE351,OY351,a45199,N378AX,B763,,KBFI,,,,,,,,,,2019-04-23,2019,4,23,2019-04,unspecified,,False,False
TUI6AG_20190424,TUI6AG,X32258,3c0ca7,D-ATUO,B738,EDDF,LFPG,GCLP,LFPG,technical,diverted,unknown,4c72676b,smoke_burn_smell_flames,diverted,unknown,2019-04-24,2019,4,24,2019-04,smoke_fire_fumes,LFPG,True,False
EZY95JK_20190424,EZY95JK,U27157,40690d,G-EZWL,A320,EGGP,EGCC,GCRR,EGCC,hydraulics,diverted,unknown,,,,,2019-04-24,2019,4,24,2019-04,gear_hydraulics,EGCC,True,False
FDX5190_20190426,FDX5190,FX5190,ad0799,N939FD,B752,LFPG,EHAM,ESSA,EHAM,unclear,planned,unknown,4c731267,cabin_pressure,diverted,unknown,2019-04-26,2019,4,26,2019-04,depressurization_cabin,EHAM,True,False
AFL2101_20190426,AFL2101,SU2101,155bd1,RA-89041,SU95,EVRA,EVRA,UUEE,EVRA,unclear,return,unknown,4c7307be,cabin_pressure,return,unknown,2019-04-26,2019,4,26,2019-04,depressurization_cabin,EVRA,True,False
AFL1186_20190427,AFL1186,SU1186,155c0c,RA-89100,SU95,UUEE,UUEE,URWW,UUEE,unclear,return,unknown,,,,,2019-04-27,2019,4,27,2019-04,unconfirmed_emergency,UUEE,True,False
EZY31AB_20190427,EZY31AB,U26430,400c41,G-EZNM,A319,LEPA,EGCC,EGNT,EGCC,medical,diverted,unknown,,,,,2019-04-27,2019,4,27,2019-04,medical_emergency,EGCC,True,False
DAL490_20190427,DAL490,DL490,ac8983,N907DL,MD88,KATL,,KRSW,,,,,,,,,2019-04-27,2019,4,27,2019-04,unspecified,,False,False
RYR95BZ_20190428,RYR95BZ,FR7411,4ca376,EI-FIE,B738,LPFR,LFPG,EHEH,LFOB,engine,diverted,unknown,4c747022,engine,diverted,unknown,2019-04-28,2019,4,28,2019-04,engine_problem,LFOB,True,False
KZR859_20190428,KZR859,KC859,484355,P4-NAS,A321,UAAA,UAAA,UATE,UAAA,unclear,return,unknown,,,,,2019-04-28,2019,4,28,2019-04,unconfirmed_emergency,UAAA,True,False
TOM5CY_20190428,TOM5CY,BY7729,4067f1,G-TAWN,B738,GCTS,EGNX,EGNX,,fuel_leak,planned,unknown,,,,,2019-04-28,2019,4,28,2019-04,fuel_issue,,False,False
UAL929_20190429,UAL929,UA929,a8a87e,N657UA,B763,EGLL,EGLL,KORD,EGLL,smoke_burn_smell_flames,return,unknown,4cdda378,smoke_burn_smell_flames,return,unknown,2019-04-29,2019,4,29,2019-04,smoke_fire_fumes,EGLL,True,False
CKS405_20190429,CKS405,K4405,aa50a0,N764CK,B763,KCVG,KSFO,,,,,,,,,,2019-04-29,2019,4,29,2019-04,unspecified,,False,False
AWI3786_20190429,AWI3786,UA3786,a4bf49,N405AW,CRJ2,KORD,,KTVC,,,,,,,,,2019-04-29,2019,4,29,2019-04,unspecified,,False,False
UAL895_20190429,UAL895,UA895,aa92fa,N78003,B772,KORD,,VHHH,,,,,,,,,2019-04-29,2019,4,29,2019-04,unspecified,,False,False
AMX647_20190429,AMX647,AM647,0d0710,XA-AMJ,B738,KLAX,,MMMX,,,,,,,,,2019-04-29,2019,4,29,2019-04,unspecified,,False,False
UAL835_20190502,UAL835,UA835,aad3c9,N797UA,B772,KORD,,ZSPD,,,,,,,,,2019-05-02,2019,5,2,2019-05,unspecified,,False,False
UAL851_20190502,UAL851,UA851,aa92ff,N78008,B772,KORD,,ZBAA,,,,,,,,,2019-05-02,2019,5,2,2019-05,unspecified,,False,False
MJF319_20190503,MJF319,,44071e,OE-LJG,A319,,EBBR,,,unclear,unclear,unknown,,,,,2019-05-03,2019,5,3,2019-05,unconfirmed_emergency,,False,False
JAF5CP_20190503,JAF5CP,TB7502,505cf8,OM-GEX,B738,LFPO,,GMMN,,,,,,,,,2019-05-03,2019,5,3,2019-05,unspecified,,False,False
SKW3504_20190504,SKW3504,DL3504,a8fd5a,N679CA,CRJ9,KATL,KGRB,KGRB,,,,,,,,,2019-05-04,2019,5,4,2019-05,unspecified,,False,False
UAL1910_20190505,UAL1910,UA1910,a8d4ef,N66841,B739,KIAD,KIAD,KLAS,KIAD,cracked_windshield,return,unknown,,,,,2019-05-05,2019,5,5,2019-05,cracked_windshield,KIAD,True,False
SWA1883_20190507,SWA1883,WN1883,aa7aa6,N7743B,B737,KSEA,KSMF,KSMF,,,,,,,,,2019-05-07,2019,5,7,2019-05,unspecified,,False,False
RYR7K_20190507,RYR7K,FR6695,4ca73b,EI-EBS,B738,EGPH,EHEH,LMML,EHEH,medical,diverted,unknown,,,,,2019-05-07,2019,5,7,2019-05,medical_emergency,EHEH,True,False
EJM2105_20190507,EJM2105,,a2ce9c,N280GL,G280,,KRDU,,,,,,,,,,2019-05-07,2019,5,7,2019-05,unspecified,,False,False
NKS317_20190509,NKS317,NK317,a80dac,N618NK,A320,KIND,KSFB,KMCO,KSFB,,,,,,,,2019-05-09,2019,5,9,2019-05,unspecified,KSFB,True,False
TUI6YX_20190509,TUI6YX,X32143,3c0ca0,D-ATUH,B738,GCTS,LFPG,EDDF,LFPG,unclear,diverted,unknown,,,,,2019-05-09,2019,5,9,2019-05,unconfirmed_emergency,LFPG,True,False
BMS9AU_20190512,BMS9AU,0B123,4a09a4,YR-BMD,B738,LROP,LKPR,EBBR,LKPR,medical,diverted,unknown,,,,,2019-05-12,2019,5,12,2019-05,medical_emergency,LKPR,True,False
JBU120_20190512,JBU120,B6120,a707a3,N552JB,A320,KMCO,KALB,KALB,,,,,,,,,2019-05-12,2019,5,12,2019-05,unspecified,,False,False
BAW89P_20190514,BAW89P,BA278,406f7a,G-ZBKN,B789,KSJC,,EGLL,,,,,,,,,2019-05-14,2019,5,14,2019-05,unspecified,,False,False
EXS57JW_20190517,EXS57JW,LS755,406c80,G-JZHB,B738,EGCC,LFBD,GCTS,LFBD,unclear,diverted,unknown,,,,,2019-05-17,2019,5,17,2019-05,unconfirmed_emergency,LFBD,True,False
TOM1EA_20190517,TOM1EA,BY7558,405e23,G-FDZR,B738,EGNX,EGKK,LGKR,EGKK,medical,diverted,unknown,,,,,2019-05-17,2019,5,17,2019-05,medical_emergency,EGKK,True,False
QTR835_20190517,QTR835,QR835,06a0f5,A7-ALA,A359,VTBS,OTHH,OTHH,,unclear,planned,unknown,,,,,2019-05-17,2019,5,17,2019-05,unconfirmed_emergency,,False,False
FFT487_20190519,FFT487,F9487,a98b76,N714FR,A321,KRSW,KDEN,KDEN,,,,,,,,,2019-05-19,2019,5,19,2019-05,unspecified,,False,False
EJU46DH_20190519,EJU46DH,U24216,4402ae,OE-IVZ,A320,LIRP,LFPO,LFPO,,unclear,planned,unknown,,,,,2019-05-19,2019,5,19,2019-05,unconfirmed_emergency,,False,False
SVA2126_20190520,SVA2126,SV2126,4bbc6d,TC-OCM,A332,OEJN,,DABC,,,,,,,,,2019-05-20,2019,5,20,2019-05,unspecified,,False,False
SKW3960_20190520,SKW3960,DL3960,a56643,N447SW,CRJ2,KDTW,,KCHA,,,,,,,,,2019-05-20,2019,5,20,2019-05,unspecified,,False,False
AAL1188_20190520,AAL1188,AA1188,ad4747,N955AN,B738,MGGT,KDFW,KDFW,,,,,,,,,2019-05-20,2019,5,20,2019-05,unspecified,,False,False
ASQ4217_20190520,ASQ4217,EV4217,a05aaf,N12163,E45X,KBRO,KIAH,KIAH,,,,,,,,,2019-05-20,2019,5,20,2019-05,unspecified,,False,False
DAL1151_20190521,DAL1151,DL1151,acffbc,N937AT,B712,KATL,KATW,KATW,,,,,,,,,2019-05-21,2019,5,21,2019-05,unspecified,,False,False
DAL2785_20190524,DAL2785,DL2785,abd2e6,N861DN,B739,KDTW,KLAX,KLAX,,unclear,unclear,unknown,,,,,2019-05-24,2019,5,24,2019-05,unconfirmed_emergency,,False,False
GLO1746_20190525,GLO1746,G31746,e4814b,PR-VBG,B738,SBBR,,SBRF,,,,,,,,,2019-05-25,2019,5,25,2019-05,unspecified,,False,False
TCX7AV_20190525,TCX7AV,MT231,406add,G-TCDD,A321,LTBS,EGCC,EGCC,,unclear,planned,unknown,,,,,2019-05-25,2019,5,25,2019-05,unconfirmed_emergency,,False,False
TVF39AU_20190526,TVF39AU,TO4678,3964f9,F-GZHZ,B738,LFRS,LFRS,LIRF,LFRS,unclear,return,unknown,4c87af60,fuel_leak,return,unknown,2019-05-26,2019,5,26,2019-05,fuel_issue,LFRS,True,False
